original_text,processed_text
Amin rais adalah orang yang bicaranya dusta yg kelak akan di mintai pertanggungjawaban dihadapan Allah SWT.... <br>Memangnya amin rais tau isi hati nya jokowi sehingga dia bisa berbicara seperti itu...,orang bicara dusta kelak minta pertangungjawaban hadap swt memang isi hati nya dia bicara itu
Sungguh buruk amat hatimu kek cepet tobatlah sebelum ajal menjemputmu kek,sungguh buruk hati cepet tobat ajal jemput
Wa allah mbah begini aja kok repot,wa kakek aja repot
Kowe Ki piye to pak Amin nagis kui,kamu ini piye nagis kui
"Orang islam ko , gitu enak banget jelek jelekin orang ngaca dulu .bpk jokowi tenang aja ngga ada yg peduli , sm orang ini sehat selalu buat bpk jokowi sekeluarga , orang ngga lucu ko di ketawain",orang enak sangat jelek jelekin orang kaca tenang aja peduli orang ini sehat keluarga orang lucu ketawain
Sdh tua bukan nya banyak berdoa kok bicara nggak jelas. Amin2 apa yg sdh kau berikan negaramu. Kalau jokwi jelas Min kamu hanya seorang profokator,tua nya doa bicara kau negara jokwi min kamu profokator
"AMIN RAIS IALAH ORANG TERHINA *TERCELA JUGA SAAAAMPAAAH BUUSUUK COOOONGOOOORYAA G BEDA DENGAN BINATANG NAJIIIIIS (AAAANJIIIIIING)<a href=""http://www.youtube.com/results?search_query=%23baaabiii"">#BAAABIII</a> TER GOOOBLOOOG AMIN RAIS MAH",orang hina cela sampah busuk congorya beda binatang najis anjing ter goblog mah
Wong tuwek gk kenek gawe patok&#39;an yo raisugiono iki,orang tua kenek gawe patok an iya raisugiono ini
"Mbah janjimu pie ,engklek jkrta jogja",kakek janji pie engklek jkrta jogja
Uwis to mbah. Ngamalo seng okeh,uwis kakek ngamalo okeh
"kerjanya iri, menghina, dengki... kasian pak...",kerja iri menghina dengki kasi
Yg diucapkan amin rais itu adalah cerminan dirinys sendiri...krn sdh terbukti skrg ini krn dia jauh dr pinter alias bodoh,itu cermin dirinys bukti skrg ini dia pintar alias bodoh
Provokator No.1 di Indonesia,provokator no indonesia
nih orang lahir dari rahim seorang ibu apa dari rahim  hewan yah mulutnya  mulut tua tpi hatinya busuk amin rais apa amin rakus,ini orang lahir rahim rahim hewan yah mulut mulut tua tpi hati busuk serakah
Provokator..<br> berani bgt mengejek2 nama presiden,provokator berani bgt ejek nama presiden
Jokowi adalah presiden terbaik se indonesia...,presiden baik indonesia
"Yo ngonoku pengen dadi presiden gk keturutan,, isone menghujat ae,, <br>Matio ae mbah&quot; ,, lambemu uelek",iya ngonoku ken presiden turut isone menghujat aja matio aja kakek kutip lambe uelek
Amin kais aja kek jamban taik.bisa2 nya ngtain orang aja,kais aja jamban taik nya ngtain orang aja
Orang sebaik jokowi di hina amin rakus...dasar amin rakus rakus,orang hina serakah dasar serakah serakah
Amin rais telah menjatuhkan martabat nya sendiri....dan juga menghina dirinya sendiri jg seakan akan dia manusia yg paling sempurna,jatuh martabat nya menghina akan dia manusia sempurna
Perkataan mu mencerminkan pribadimu dan siaa dirimu sebenarnya,kata kamu cermin pribadi sia kamu
Wes tuwek arep dadi bangkai yo iso ne ngelek-ngelek wong liyo aduh…….aduh…….,tua arep bangkai iya iso ne ngelek ngelek orang liyo aduh aduh
Orang terbaik di indonesia adalah amin rais,orang baik indonesia
Pantesan ga si sapa ama prabowo waktu pidato sehabis prabowo dilantik nyatanya ya begitu bener kata almrhm gusdur gelndgan politik😂,pantesan si sapa ama pidato habis lantik ya almrhm gelndgan politik
Mhah amin sudahlah  sampean yoo tobat yooo udah sepuh mau maduk tanah looo,mhah kamu iya taubat iya udah tua maduk tanah kamu
Sangat di sayangkan sisa umurnya hanya untuk menambah dosa dan dosa inget mbah pun Sepuh... Inget mati,sangat sayang sisa umur tambah dosa dosa kakek tua mati
😅😂😂prof pret amin cepatin aja umurmu itu,profesor bohong cepatin aja umur itu
Amin rais sang raja provokator dan raja fitnah,sang raja provokator raja fitnah
Sengkuni 1 ini rakyat terburuk di Indonesia,licik ini rakyat terburuk indonesia
Kalau ad bukti gak pa&quot; Kalau gak ad bukti hati&quot; Bapak anda sudah ngomong melalui meksod ad penjembutan kepada anda jgan mewek nanti ...meskipun pak jokowi sudah turun dari RI anda bisa di proses???,ad bukti kutip ad bukti hati kutip ngomong meksod ad jembut jgan mewek turun ri proses
Udah kalah ya kalah aja min....,udah kalah ya kalah aja min
Kwe ki  ngomong opo to mbh mbh amin  gk jelas,kwe ini ngomong kakek kakek
"Mbah Amin sendiri yang sebenarnya Profesor terburuk dan ter....yg dimiliki Indonesia,Sengkuni yg terlahir di Indonesia 🙄",kakek profesor terburuk ter milik indonesia licik lahir indonesia
AMIN RAES ITU CUMAK NGUMBAR MULUT TP DIA RAMATI CUMAK NGOCEH AJA,raes itu cumak ngumbar mulut dia ramati cumak ngoceh aja
"kasihan amin rais,semakin hari semakin setres semoga dia tidak setruk",kasihan tres moga dia setruk
"Ini kakek tua bau tanah hampir mati dungu tdk ada otak tdk ada tamatan sekolah,,, cuma anjing gila dan orang gila&#39; saja yg mau mendengar omongannya",ini kakek tua bau tanah mati dungu otak tamat sekolah anjing gila orang gila dengar omong
mbah sengkuni ceramah apa nie ?,kakek licik ceramah nie
"Klu cocot mu blng Joko pret,berarti km amin yakes😂😂.klu BPK Jokowi buruk g mungkin terpilih 2 periode....<br>Km cuma segelintir kumpulan amin yakes yg g berguna.",cocot kamu blng bohong kamu yakes buruk pilih periode kamu gelintir kumpul yakes guna
"Sungguh sakit hati sekali dirimu mbah amin sengkuni rasis pada pak Jokowi, itu sampe&quot; akan kau bawa kedalam liang kuburmu sakit hatimu itu mbah.",sungguh sakit hati sekali kamu kakek licik ras itu sampe kutip kau bawa dalam liang kubur sakit hati itu kakek
Siapa ketua mpr terburuk dalam sejarah bangsa indonesia...?😅😂,ketua terburuk sejarah bangsa indonesia
Siluman tobrut...,siluman tobrut
Pak Jokowi  sangat  hebat&#39; pinter yg di sayangi rakyat Indonesia karena beliau ngak pernah  bergibah  pada orang,sangat hebat pintar sayang rakyat indonesia beliau ngak gibah orang
Aku aku kaya tai,aku aku kaya tai
Prof (propokator) 1998,profesor propokator
Israel itu apa,israel itu
Kasihan mbah amin semakin bauh tanah hidupnya hanya bisa planga plongo 🤣🤣,kasihan kakek bauh tanah hidup planga bingung
"Mungkin apa yg dikatakan Bp NGAMIN RANGIS ini ada benarnya, tp Saya tetap bersyukur punya Presiden Bp Jokowi, sebab Saya yakin kalo yg jadi Presiden adalah Bp NGAMIN RANGIS PASTILAH BERTAMBAH PARAH !!! 🫢🤣🤣🙏",bp ngamin rang ini benar syukur presiden bp presiden bp ngamin rang tambah parah
"Mbh,, amin rais, sek kopret  plonga plongo tengil Ki sopoooo, ora ke balik po&#39;,,? 😂😂",kakek sek kopret bingung bingung menyebalkan ini sopo po
Inilah Amin rasis yg sbnernya😅,ini ras sbnernya
Inget umur mbah uws tuo tinggal matine ejk wae golek duso,umur kakek uws tua tinggal matine ejk golek duso
"iya Krn pak ami en blm prnh jdi presiden,kl pak Amien jdi presidenn mgkin pak amin yg pling trburuk bubruk",iya ami en prnh presiden kl presiden mgkin pling trburuk bubruk
Sengkuni iki ngomong opo to yo...,licik ini ngomong iya
SI ANJING AMIEN INI ORANG TUA TERTOLOL YANG PERNAH ADA,si anjing ini orang tua tolol
"Ya btul biasanya yg ska menjelek jelekkan itu malah jelek sendiri,😅😂",ya btul ska jelek jelek itu jelek
Semakin pikun kalau bicara,lupa bicara
sengkuni lg bicara neh,licik bicara neh
"Amin rais, amin rais... Ngomong apa sampean. Inget umur min...",ngomong kamu umur min
Tapi kan jadi presiden timbangvkon pak wek....gak kanggo,presiden timbangvkon wek kanggo
Orang tua ajing bau tanah masih aja suka pitnah,orang tua ajing bau tanah aja suka pitnah
Manusia kalau udah lanjut usia sifatnya kembali keanak anak...,manusia udah usia sifat anak anak
"Sebenernya amin rais pengin jadi pejabat tapi tdk di lirik,,durinya yg terburuk sedunia",sebenernya pengin jabat lirik duri terburuk dunia
begini toh wajah Sengkuni Alhamdulillah masih di beri kesempatan melihat wajah provokator,wajah licik sempat wajah provokator
Tiwek,tiwek
edang orang ini g semvuh sembuh sing bodong simbah,edang orang ini semvuh sembuh bodong simbah
Nggo opo iku mbah,ngo itu kakek
Àmin rakus bukan saja jadi gelandangan politik ..tapi gelandangan sungguhan..,min serakah gelandangan politik gelandangan sunguhan
Rae&#39;s JANCOK ngesakne anak putu mu.....la yo anak E .....Rae&#39;s iki opo gak due utek kok Aku dadi anak E....Rae&#39;s ttp tak endrem ce dang mampus,rae s jancok ngesakne anak putu kamu la iya anak rae s ini due utek aku anak rae s ttp endrem ce dang mampus
Kenapa bisa keluar dr RSJ.. gimana penjagaannya,rsj gimana jaga
"Kok anak e ga malu ya, punya bapak yg mulutnya koyo silit, yg keluar dr mulut nya cuma taek n entut ...",anak malu ya mulut silit mulut nya taek entut
Amin rais orang gila. Najis denger suaranya.,orang gila najis denger suara
Silit lak di kei mic yo ngene iki ... 😂,silit lak kei mic iya ngene ini
O alah prof jangan menghina terus dari dulu menggujat terus menerus,o alah profesor menghina mengujat terus
"tokoh muhamadiyah yg paling buruk jahat seperti dajal...atau iblis yg kerjaanya me ngiris iris ayat ayat alquran..untuk membenarkan perbuatanya ya beliau ini..ingat iblis sangat paham alquran..tapi iblis tdk mau tunduk pada perintahnya .krn merasa dia lbh hebat dr manusia..nah ini amin rais merasa paling hebat paling islam..paling pintar alquran dari semua org..tp hujatan, makian..fitnah dri mulutnya sangat lancar..inilah yg digolongkan iblis berbadan manusia...di rukyah pun sdh ga mempan..",tokoh muhamadiyah buruk jahat dajal iblis kerja me ngiris iris ayat ayat alquran benar perbuatanya ya beliau ini iblis sangat paham alquran iblis tunduk perintah dia lbh hebat manusia ini hebat pintar alquran orang hujat maki fitnah dri mulut sangat lancar ini golong iblis badan manusia rukyah mempan
"Sudah tua mbah AR masih jadi sengkuni, tobat mbahh....",tua kakek ar licik taubat kakek
"Orang kalalu punya penyakit  hati , sepertu mbH amin  ini ujung2 bisa jadi  gila sendiri",orang kalalu sakit hati sepertu kakek ini ujung gila
"Amin rais itu orang bayaran, seperti ada duit koar koar, kg ada duitnya ya diam dia",itu orang bayar duit koar koar kg duit ya diam dia
Polisi atau kaporli.. ko diam aja,polisi kaporli diam aja
Rais si tukang nyinyir....,si tukang ngomong
"Pinter bgt ngoreksi orang,emang aki dah bikin apa buat Indonesia !!!!!!!!!!!!!!",pintar bgt ngoreksi orang emang kakek bikin indonesia
"Seorang profesor dengan IQ dlosoor dengan mulut sampah bau GOT. EQ Nya KUCING GARONG. Merendahkan seluruh cendekiawan Indonesia. Sangat memalukan .... Semua perkataan dan tingkah lakunya. Tidak mencerminkan orang yg berpendidikan. TOLOL , BEBAL , DUNGU .. pantas jadi GELANDANGAN POLITIK .",profesor iq dlosor mulut sampah bau got eq nya kucing garong merendahkan cendekiawan indonesia sangat memalukan kata tingkah laku cermin orang didik tolol bebal dungu gelandangan politik
Yang bodoh itu  kamu amin <br>Yang plonga plongo itu kamu amin,bodoh itu kamu bingung bingung itu kamu
Dorna .ko muncul lagi...,dorna muncul
Eling mati mati mbah,mati mati kakek
Amin rais adalah manusia terbodoh di dunia yang pernah ada di Indonesia,manusia terbodoh dunia indonesia
tenang  sebentar  lagi  di  tangkep  dan  masuk  bui,tenang sebentar tangkep masuk bui
Mbah amin udah gak waras..... Sakit jiwa,kakek udah sehat sakit jiwa
Pak amin rais  bertobatlah preseden dan wakil itu pilihan rakyat kl kamu gk pilih beliau jgn banyak mencacivorang kamu juga blm tentu bener  ..wong tuwek omongane elek,tobat preseden wakil itu pilih rakyat kl kamu pilih beliau mencacivorang kamu orang tua omongane elek
Teman teman inilah contoh manusia purba yang masih tersisa.. ya ini tinggal satu satunya dibumi ini.. .. .. yg belum menemukan tata Krama..,teman teman ini contoh manusia purba sisa ya ini tinggal satu bumi ini temu tata krama
Manusia terburuk Ter tengil ya amin rais,manusia terburuk ter menyebalkan ya
Mata mu yg polar pelor min amin kamu itu  seperti apa,mata kamu polar pelor min kamu itu
"Memang sangat benar, bahwa Jokowi  itu adalah presiden Indonesia yang paling buruk di dunia dan Indonesia. Semoga negeri kita tidak punya lagi presiden seburuk dan separah ini.",sangat itu presiden indonesia buruk dunia indonesia moga negeri presiden buruk parah ini
Semoga kalo mati masuk surga,moga mati masuk surga
MPR terburuk saat kamu jadi ketua mpr,terburuk kamu ketua
Kampret min..,kampret min
Astaghfirullohaladzim,astaghfirulohaladzim
oh kalo terburuk sih menurut gw indonesia udah kayak Haiti noh,oh terburuk gw indonesia udah kayak haiti noh
Yg nglengserin gusdur siapa haaa....<br>Njeplak seenak nya...<br>Smga allah membalas yg jahat2,nglengserin ha njeplak senak nya smga balas jahat
Ngomong mengkis2 kok jahat,ngomong mengkis jahat
"Emang dia siapa bisa menilai orang seenak jiDat,, Knp gk tobat bah min",emang dia nilai orang senak jidat knp taubat bah min
"Manusia paling mengiri turunan demit, gelandangan politik",manusia iri turun demit gelandangan politik
"Kasian sakuni indonesia..stress. tsk pernah di undang pak jokowi,  tdk di berikan undangan kehormatan ke IKN. kasian bliau..smg jasadnya nanti utuh 400 thn di dlm tanah..aminnn.",kasi sakuni indonesia stres tsk undang undang hormat ikn kasi bliau smg jasad utuh thn dlm tanah
Otak mu yg buruk min..anda yg toxic .,otak kamu buruk min toxic
Kl di kampung sy orang spt ini d katain RAIMU Gk NGACA,kl kampung orang spt ini katain rai kaca
Nih manusia tuir selalu saja menanamkan kebencian di dalam hatinya.,ini manusia tuir tanam benci hati
"Artinya politikus terburuk,tergoblok,terbebal , yang ada di dunia 👍👍👍👍👍👍👍👍 .",politikus terburuk tergoblok bebal dunia
seburuk2nya manusia amin rais...semogah ALLAH memberiHIDAYA akhlak yg baex sebelum k BONGKOHANYA,buruk manusia semogah memberihidaya akhlak baex k bongkohanya
Telek min rupamu gk iso. Entut isopokon,telek min rupa iso entut isopokon
"Ini glandangan politik yg sekolahanya di USA ,tapi kalah sama tukang kayu drajatnya.maka dgn cara apapun ingin provokasi umat.untuk bennci sama jokowii.",ini gelandangan politik sekolahanya usa kalah tukang kayu drajatnya apa provokasi umat benci
Ternyata....kualitas diri n hrg diri trletak di lisan....seluruh rakyat Indonesia tahu....hnya saya yg br th....,kualitas hrg trletak lisan rakyat indonesia hnya br th
Enaknya ni aki aki di kasih sambel bacotnya...,enak ini kakek kakek kasih sambel bacot
Orang agama kok ngomongnya gitu ya,orang agama ngomongnya ya
Astaufirloh  klo ngmong  kyk orang pikun pak amin pak amin,astaufirloh ngmong kyk orang lupa
Jd lah umat islam yg taat sesuai qur an dan hadis dan istigfar,umat tat sesuai qur an hadis
Hnya allah yg tau.isi hti mnusia,hnya isi hti mnusia
Muka tembok,muka tembok
"Omongan sampah,,,gelandangan politik",omong sampah gelandangan politik
Sudah kake kake bukanya banyak bertobat malahh gibahh,kake kake buka tobat gibah
"Amin rais,Amin rais...mbokyo jgn sprti itu....memange baikmu dimana....kamu bukan siapa² sekarang...yg terlihat hina ya justru kamu sendiri Aminpret....dari celotehanmu yg bodoh.",mbokyo sprti itu memange baik mana kamu hina ya kamu aminpret celoteh bodoh
katanya mau jalan kaki jogja-jakarta PP.<br> sengkuni tuwwir bukan inget mati,jalan kaki jogja jakarta licik tuwir mati
"Lihatlah tengkrok kepala Mbah amin,ujud nya akan menyerupai moster dan kepala jin,....dr neraka",lihat tengkrok kepala kakek ujud nya rupa moster kepala jin neraka
"Si rais ini adalah rakyat dengan cangkem terburuk yang di miliki bangsa indonesia. Dia melupakan janjinya mau jalan kaki dari solo ke jakarta kalau pak jokowi terpilih jadi presiden, si rais ini cangkemnya busuk kayak sampah",si ini rakyat mulut terburuk milik bangsa indonesia dia lupa janji jalan kaki solo jakarta pilih presiden si ini cangkemnya busuk kayak sampah
mbah dajjal!!!,kakek dajjal
Orang sinting yg berkeliaran 😎,orang sinting liar
"Nyinyir berlebihan bisa menjadi salah satu sifat orang yang mengalami gangguan kejiwaan, seperti gangguan kepribadian (personality disorder).",ngomong salah sifat orang alami ganguan kejiwan ganguan pribadi personality disorder
Bapak juga jangan menghina sesama manusia bak juga terburuk,menghina manusia bak terburuk
Ngomongin UUD apakabarnya ente ngelengserin Gusdur😂😂,ngomongin uud apakabarnya ente ngelengserin
Ambekane wes mengkis2 omongane koyok Taek tobat min,ambekane mengkis omongane koyok taek taubat min
Pon to mbak pon sepuh,pon mbak pon tua
Pon mbah pon sepuh,pon kakek pon tua
pon to mbah pon sepuh,pon kakek pon tua
Dijaman mega dan ketua MPR nya yaitu kau mbah.. Apa itu masa terbaik dlm pemerintahan??? Aset negara terjual kau hanya diam saja mbah 😂,jam mega ketua nya kau kakek itu baik dlm perintah aset negara jual kau diam kakek
Amin rais pemecah belah bangsa,pecah belah bangsa
"😂😂😂😂WELEEEEH......  MASA MASA PUBER ,, ALIAS PENGEN PIKUUUNN,,, ,MBAAH😅😅😅😅 MENDING MENENG WAE BAH..😅😅",weh puber alias ken lupa kakek mending neng bah
Baca 1945 aja belepotan loh kek kakek.😂😂😂<br>Sok ngritik presiden.,baca aja belepotan loh kakek sok ngritik presiden
"Wes tuo Yo sek ghibah wong gendeng kui miin amiin rais,tambah tuo Yo ora tambah waras koe,",tua iya sek ghibah orang gendeng kui min tua iya sehat kamu
"Ya Alloh Mbah bongkar aib sendiri .bukan dah tua tuh cari amal dan pahala ini malah cari dosa mbah2.sirik dan dengki itu tidak baik .karma berlaku loh Mbah,sadar dan insyap",ya kakek bongkar aib tua tuh cari amal pahala ini cari dosa kakek sirik dengki itu karma laku loh kakek sadar insyap
Ini politikus terburuk sepanjang sejarah indonesia,ini politikus terburuk sejarah indonesia
Amin Rais adalah politisi sekaligus rakyat terburuk yang di punyai Indonesia 😂😂,politis rakyat terburuk punya indonesia
Amie manusia tergoblok se indonesia,amie manusia tergoblok indonesia
Dh bau tanah blm tobat juga ni org,dh bau tanah taubat ini orang
