original_text,processed_text,cyberbullying_score,cyberbullying_word_count,label
mbah sadarlah mbah sampean ngoco rskyat wes ora percoyo kalih sampean <br>nek percoyo wes dadi presiden mbah,kakek sadar kakek kamu ngoco rskyat percoyo kalih kamu nek percoyo presiden kakek,0.0,0,0
Mbah tobat...sudsh bau tanah....belum trntu  mbah lebih baik..,kakek taubat sudsh bau tanah trntu kakek,2.0,1,1
Sakit hatimu telah pupus Mbah Amien...<br>Ibarat anjing menggonggong tapi tidak dapat daging secuilpun ...sia2 saja omonganmu,sakit hati pupus kakek anjing gonggong daging cuil sia omong,3.5,1,2
Saiki persis gelandangan politik,saiki persis gelandangan politik,0.0,0,0
kejujuran amin rais kasih jempol ges karna telah merendahkan  dirinya sendiri,jujur kasih jempol ges merendahkan,0.0,0,0
"Manusia licik,dia tidak sadar dulu sama mega melengserkan president ke 4 alm gusdur eleng mbah bentar lagi sampean jadi santapan cacing tanah lho tobat 😂😂😂😂😂",manusia licik dia sadar mega lengser president alm eleng kakek bentar kamu santap cacing tanah lho taubat,2.5,1,1
Opo to mbsh mbok diapiki  tutur katanya,mbsh apik,0.0,0,0
Amin rais la orang yg terburuk dan gila sedunia... Udah bau tanah ga mau bertobat,la orang terburuk gila dunia udah bau tanah tobat,6.0,2,2
"Aki2 gelandangan,politik,yang harus jabatan",kakek gelandangan politik jabat,0.0,0,0
Dasar gelandangan politik yg nyata berhati iblis,dasar gelandangan politik nyata hati iblis,3.0,1,1
Tobat mbah miin tobat...!!<br>Usia senja banyak² lah istighfar dan taubat jgn koar² mnebar kebencian pda org lain...eleng Mbah eleng 🤦🤦🤦,taubat kakek min taubat usia senja taubat koar mnebar benci pda orang eleng kakek eleng,3.0,1,1
sungguh nyata sangkuni didunia ini.,sungguh nyata sangkuni dunia ini,0.0,0,0
Pidato glandangan yg bisanya menjlek jlekan orang,pidato gelandangan bisa menjlek jlekan orang,0.0,0,0
raimu terburuk sejagad,rai terburuk sejagad,0.0,0,0
Sengkuni bau tanah suka menghina org . Jahat ni org. Parah...Mbah,licik bau tanah suka menghina orang jahat ini orang parah kakek,7.5,3,2
Kamu pernah jdi ketua MPR gmna mbah 😂😂😂,kamu ketua gmna kakek,0.0,0,0
Uwong pekok gek gumoh😅😂..huuzzzz..lungooo..jelehiii,uwong kok gek gumoh huz lungo jelehi,0.0,0,0
Subhanallah .... bpk siapapun manusia ada kurangnya tp ucapan bpk luar biasa kurang pantas sebagai tokoh bangsa 😊😊😊,subhana manusia kurang ucap tokoh bangsa,0.0,0,0
"Amin Rais kamu sudah gk waras, P.Purnomo tolong ini orang tua ini di pasung , amin ini sudah depresi berat...tua jelek mulutnya gk bisa diam.",kamu sehat purnomo tolong ini orang tua ini pasung ini depresi berat tua jelek mulut diam,6.0,3,2
Amin pret pret,bohong bohong,0.0,0,0
waduh kaya nya ada yg sakit hati ni nyalonin presiden g jadi2 tr juga kualat ni aki2 akibat sumpah nya sendiri bilang mu jln dari jogja ke jkrt sumpah palsu biar dia bloon tapi dia jadi presiden dn banyak membangun dari pada ente bisa nya iri doang,kaya nya sakit hati ini nyalonin presiden tr kualat ini kakek akibat sumpah nya bilang kamu jln jogja jkrt sumpah palsu biar dia bloon dia presiden bangun ente nya iri doang,0.0,0,0
Kepala dua,kepala,0.0,0,0
"Orang sudah tua hatinya semakin busuk bukanya ibadah untuk akhiratnya malah semakin menambah mendekat dengan neraka bodoh ,gelandangan politik stres",orang tua hati busuk buka ibadah akhirat tambah dekat neraka bodoh gelandangan politik stres,12.0,4,3
Astaghfirullah hal azim .. sadar pak sudah tua jngan menjelekkan orang lain apalagi mantan pemimpin.. kalau pak jowowi TDK memaafkan bagaimana akhir hayat mu .. orang tua yg tidak patut di contoh ..,astaghfirullah azim sadar tua jngan jelek orang mantan pimpin jowowi memafkan hayat kamu orang tua patut contoh,6.0,3,2
Mbah amin rais mungkin manusia hatinya terburuk 😂😂😂,kakek manusia hati terburuk,0.0,0,0
"aaduuh Embah ko bicaranya sangt tdk pantas di ucapkan  oleh seorang yng berpendidikan seperti Amin,mang ga ada lg bahasa(ucapan)yng bagus ,",aduh embah bicara sangt ucap yng didik mang bahasa ucap yng bagus,0.0,0,0
Hahaha kakek goblok ky ini,hahaha kakek goblok ky ini,4.0,1,2
Kasian...bentr lgi mati tapi kebencian terhadap orang lain masih membara.,kasi bentr lgi mati benci orang bara,8.0,2,2
Ini amin..manusia paling tengil sedunia... Paling busuk ht ny... Dan benar2 manusi paling terburuk di indonesia,ini manusia menyebalkan dunia busuk ht ny manusi terburuk indonesia,7.0,2,2
Udah tua bauk tanah bicara yg baik-baik saja,udah tua bauk tanah bicara,2.0,1,1
Wis Mbah amin tobat istighfar udah bau tanah sadar Mbah sebentar lagi mati😮😅😅😅😅,kakek taubat udah bau tanah sadar kakek sebentar mati,7.0,2,2
Masih bertanya² kenapa orang macam gini panjang umur....?🗿,orang umur,0.0,0,0
Sedoh an melihat nasib mu kek...skin mndekati ujung napas sakit hatimu smkin mnjdi2...🤭🤭🤭,sedoh an nasib kamu skin mndekati ujung napas sakit hati smkin mnjdi,0.0,0,0
Manusia terburuk di bumi nusantara ini. 😂😂😂,manusia terburuk bumi nusantara ini,0.0,0,0
Muncul dengan sendirinya..,muncul,0.0,0,0
Pateni wae kie cah.e,paten kie cah,0.0,0,0
"Alah kamu ini cuma propokator,yang gak laku di masyarakat,aminrais yg gak punya ahlaq",alah kamu ini propokator laku masyarakat aminrais ahlaq,0.0,0,0
"Jangan percaya ya man teman ini ai aslinya sih lebih parah, org yg di video itu 11 12 kelakuan nya",percaya ya man teman ini ai asli parah orang video itu laku nya,0.0,0,0
RUPANE KOYO WONG WES ORAK ELING NGOMONG ORA KAREPE DE<br>KETOK.E  RAK DUE NEH,rupane orang orak ngomong karepe de ketok rak due neh,0.0,0,0
Emang si engkong bisa apa??????????????????????,emang si engkong,0.0,0,0
dajal lagi berceramah memecah belaahh bangsaa😮😮😮😅😅,dajal ceramah pecah belah bangsa,3.0,1,1
Manusia pembohong dn penipu,manusia bohong tipu,0.0,0,0
"Mantan MPR paling tengil , manusia sakit hati , mulut mu bau busuk",mantan menyebalkan manusia sakit hati mulut kamu bau busuk,9.0,3,3
Bapak sehat?,sehat,0.0,0,0
Amin sia Mun pinter kudu kapilih ku rakyat goblog,sia mun pintar kudu kapilih ku rakyat goblog,0.0,0,0
ALLOH sedang menunjukkan mana2 orang2 yg punya hati dengki,orang hati dengki,0.0,0,0
Ah dulu lu bersama&quot; si megawati dan konco&quot;nya  mempropokasi masyarakat tuk melengserkan bpk soeharto,ah kamu kutip si megawati konco kutip nya mempropokasi masyarakat tuk lengser soeharto,0.0,0,0
"Cangkemu mieeen mieeen ,manusia yg tolol itu kamu mieeen,kamu itu pencuri",mulut mien mien manusia tolol itu kamu mien kamu itu curi,4.0,1,2
"Gw gk pernah pilih jokowi, tapi kalo dibandingin masih mendingan jokowi daripada aki² bau tanah <a href=""http://www.youtube.com/results?search_query=%23gelandanganpolitik"">#GelandanganPolitik</a> yg bernadzar jalan kaki sambil engklek ke jakarta tp gk pernah dilaksanain, pembual.",gw pilih dibandingin mending kakek bau tanah bernadzar jalan kaki engklek jakarta dilaksanain bual,2.0,1,1
"Udah waktunya cari bekal akherat pak,, sama perbanyak istighfar",udah cari bekal akherat banyak,0.0,0,0
Min amin cangkemu profokator tengil,min mulut profokator menyebalkan,4.0,1,2
Ci  amin  ra is profesor gelandangan,ci profesor gelandangan,0.0,0,0
Mbok nyebut miiin..wes tuwek,nyebut min tua,2.0,1,1
terburuk bagi mas amin 😆😆😆,terburuk mas,0.0,0,0
Mbah amin. Wong edannnn,kakek orang gila,4.0,1,2
"😂😂 udh tua tp menjelek2kan org,manusia nggak tau diri 😅😅",tua jelek orang manusia,4.0,2,2
Terburuk ya dirimu sendiri Men,terburuk ya kamu,0.0,0,0
yang ngomong lebih buruk..... dah bau tanah.. ngomong se enak udel..,ngomong buruk bau tanah ngomong enak udel,5.0,2,2
Mulut mu harimau mu udah tua tapi masih suka menghina orang dasar orang tua yang yang bodoh,mulut kamu harimau kamu udah tua suka menghina orang dasar orang tua bodoh,8.0,3,2
"Kasihan sekali kakek Sugiono ini, ia dapat apa dengan menghina Jokowi, gelandangan politik, kasihan sekali si kampret Amien Rais ini, gak ada yang ngajak.",kasihan sekali kakek sugiono ini menghina gelandangan politik kasihan sekali si kampret ini ngajak,0.0,0,0
"Amin rais umurnya udah mau abis juga,cocotnya kaya pantat ayam ngoceh bae,emang dia sudah bikin apa buat Indonesia?amin amin insyaflah amin",umur udah abis cocotnya kaya pantat ayam ngoceh bae emang dia bikin indonesia insyaflah,0.0,0,0
udah bau tanah tapi omongannya nyakiti hati.mungkin ngak sadar  kalau ngak terpakai di pemerintahan.elingo,udah bau tanah omong nyakiti hati ngak sadar ngak pakai perintah elingo,2.0,1,1
wahduh sangkuni.,wahduh sangkuni,0.0,0,0
Engaku profesor terburuk yang pernah sy liat,engaku profesor terburuk lihat,0.0,0,0
Amin rais bukan turunan pribumi asli  dia turunan Yaman,turun pribumi asli dia turun yaman,0.0,0,0
tobat mbah kamu sdh bau tanah .,taubat kakek kamu bau tanah,2.0,1,1
Amin rais dajal,dajal,3.0,1,1
Bagi saya pak jokowi adalah presiden terbaik❤,presiden baik,0.0,0,0
"Kok istimewa, bisa tau isi hati orang lain..",istimewa isi hati orang,0.0,0,0
Kakek terburuk yg di miliki Indonesia,kakek terburuk milik indonesia,0.0,0,0
"Jgnlah merendahkan orang lain,,krn sebaliknx kita lebih buruk,,lebih bodoh dari org yg kita rendahkan.",jgnlah merendahkan orang sebaliknx buruk bodoh orang rendah,7.0,2,2
"Semakin tua,, semakin gk genah...",tua genah,2.0,1,1
Lu siapa,kamu,0.0,0,0
"Kayak di palembang,bentuk rumah nya",kayak palembang bentuk rumah nya,0.0,0,0
Ini adalah salah satu orang yg jadi sampah busukyg tiada guna,ini salah orang sampah busukyg tiada,0.0,0,0
"Bpk nyebut begitu ya allah pak alangkah dgn kata bijak klu tdk suka😢,,,smoga Semuanya diksh kesehatan Dan panjang umur Aaammiiiin 🤲",nyebut ya alangkah bijak suka smoga diksh sehat umur,0.0,0,0
SEMOGA TUA BANGKAK ITU MULUT NYA DI AZAB ALLAH SWT AMIT 3X,moga tua bangkak itu mulut nya azab swt amit x,2.0,1,1
Oalah mbah....mbah... bangeten to mbah...mbah...,oalah kakek kakek bangeten kakek kakek,0.0,0,0
"Knp ga malu ya, orang kita semua cinta sama pak Jokowi, kok simbah Amin ini menjelek² kan , ga ngaruh ya mbah, justru simbah itu yg seperti yg di omongkan itu , sudahlah mbah²... 😂😂😂",knp malu ya orang cinta simbah ini jelek ngaruh ya kakek simbah itu omong itu kakek,2.0,1,1
Knpa ya makin bnyk org&quot;saling menjlkn satu sama yg lain nya padahal seharusnya saling menutupi kekurangan org lain .dan saling menghormati satu sama lain. diam itu emas.  lebih baik saling dukung satu sama lain nya,knpa ya bnyk orang kutip menjlkn nya tutup kurang orang hormat diam itu emas dukung nya,0.0,0,0
"Kok bisa ya,, manusia seperti ini",ya manusia ini,0.0,0,0
Ya di senyumin aja lah g usah di dengar Mbah yg satu ini,ya senyumin aja dengar kakek ini,0.0,0,0
Cuma gelandangan politik,gelandangan politik,0.0,0,0
Yang bodohhh lohh minn GK ada adabb alias biadabb,bodoh loh min adab alias biadab,7.0,2,2
Ketua MPR terburuk adalah simunyuk amin rais,ketua terburuk simunyuk,0.0,0,0
Dah tua min tobattt,tua min taubat,2.0,1,1
dh tua Bangka masih aja kotor mulut Mbah tua bau tanah,dh tua bangka aja kotor mulut kakek tua bau tanah,10.0,5,3
Amin politikus tukang fitnah terbaik yg dimiliki Indonesia,politikus tukang fitnah baik milik indonesia,0.0,0,0
Ya Allah kasihan sekali  org yg hina presiden...apa kah ini bentuk kekesalan karna blm pernah menjabat jadi presiden ya...,ya kasihan sekali orang hina presiden kah ini bentuk kesal jabat presiden ya,0.0,0,0
Sudah tua lbh baik muhasabah kepada Robbi. Sblm ajal menjemput.,tua lbh muhasabah robi sblm ajal jemput,2.0,1,1
"Amin amin kata katamu gk sesuai dengan umurmu,naudzubilah mbah mbah kapan tobatmu akan datang.",kata sesuai umur naudzubilah kakek kakek tobat,0.0,0,0
Udah bau tanah berani juga menghina senior,udah bau tanah berani menghina senior,2.0,1,1
Ini ketua MPR terburuk yg pernah menjabat di indonesia,ini ketua terburuk jabat indonesia,0.0,0,0
Kasian ini kakek gk tobat2 jadi orang,kasi ini kakek taubat orang,0.0,0,0
Anda juga manusia terburuk dan terbodoh di dunia perpolitikan... 😊,manusia terburuk terbodoh dunia politik,0.0,0,0
"sengkuni satu ini muka tembok gl ada malunya,padahal dia ketua MPR terburuk dalam sejarah INDONESIA ..inget mbah rais dah bau tanah😂😂😂",licik ini muka tembok gl malu dia ketua terburuk sejarah indonesia kakek bau tanah,4.5,2,2
Mbah....mbah...udah abis masanya buat mau di bilang pahlawan reformasi . Sadar ya mbah ...jgn jadi pemicu pecah belah bangsa . Coba beebahasa yg baik mbah....inget udah tua udah uzur....kasian anak cucu malu dihujat 58 % bangsa Indonesia,kakek kakek udah abis masa bilang pahlawan reformasi sadar ya kakek picu pecah belah bangsa coba bebahasa kakek udah tua udah uzur kasi anak cucu malu hujat bangsa indonesia,2.0,1,1
Ngomong opo kek jan org terjelek di mata masarat indonesia,ngomong jan orang terjelek mata masarat indonesia,0.0,0,0
"Terburuk bagimu ,terbaik bagiku kelakuanmu orang paling buruk di indonesia,iri dengki hati.",terburuk bagi baik bagi laku orang buruk indonesia iri dengki hati,3.0,1,1
Trs apa yg telah bpk amin rais persembahkan buat bangsa ini  bisanya cuma menghujat saja,trs sembah bangsa ini bisa menghujat,0.0,0,0
Lambemu  😂,lambe,0.0,0,0
"Inilah gambaran politik <br>Kalau sdh terjun di politik dan,tak ingt <br>Akhir....btas umur,<br><br><br>Y ini,<br><br> Dunia dan dunia,, setelah dunia tak ad akherat",ini gambar politik terjun politik ingt btas umur y ini dunia dunia dunia ad akherat,0.0,0,0
wong opo iki kok sek orip,orang ini sek orip,0.0,0,0
Amin rais adalah manusia paling munafik... Tunggu azab sdang menujumu orang munafik,manusia munafik tunggu azab sdang tuju orang munafik,0.0,0,0
"Bapak pernah nyapres tapi kalah sepi pemilih, kegagalannya itu menyebabkan dia depresi sampai Hari ini.<br>Mohon kabari pak Purnomo (polisi belajar baik) biar segera dikarantina,,siapa tahu bisa sembuh.",nyapres kalah sepi pilih gagal itu sebab dia depresi ini mohon kabar purnomo polisi ajar biar karantina sembuh,0.0,0,0
"Wong tuwo kog cocote elekmen ... Yg terburuk itu ya elu min amin ... Elu yg plonga plongo , lholak lholok ... Dasar sengkuni",orang tuwo kog cocote elekmen terburuk itu ya elu min elu bingung bingung lholak lholok dasar licik,2.5,1,1
sengkuni tingkat nasional,licik tingkat nasional,2.5,1,1
Amin yg terbaik? Jauuuuhhhhminkl dibandingkan dg kamu...amin ini udah tua ..tapi blm juga taubat..gmn KL pas nge bully presiden trus di panggil Alloh SWT?,baik jauhminkl banding kamu ini udah tua taubat gmn kl pas nge buly presiden trus panggil swt,2.0,1,1
"Masih mending presiden terburuk dari pada rakyat terburuk yang di miliki Indonesia yaitu amin rais , gelandangan politik.",mending presiden terburuk rakyat terburuk milik indonesia gelandangan politik,0.0,0,0
Astaghfirulloh .. mbah2 ... sdh makin tua kok ngomongnya begitu .. harusnya makin tua makin bijak kl ngomong .. takutnya sakit hati dan dengkinya dibawa smpi ke luang lahad ..,astaghfiruloh kakek tua ngomongnya tua bijak kl ngomong takut sakit hati dengki bawa smpi luang lahad,4.0,2,2
Amin prettt,bohong,0.0,0,0
"fitnah pak Jokowi terus, gimana pun pak Jokowi sudah 2 periode terpilih secara sah oleh rakyat Indonesia, dan diakui dunia<br>mulutmu harimaumu wahai kakek .. ingat balasan dari Allah SWT.",fitnah gimana periode pilih sah rakyat indonesia aku dunia mulut kamu harimau kakek balas swt,0.0,0,0
"Aku kasihan banget sama amein rais karena ambisi jdi presiden tdk kesampean,sehingga dia disiksa Allah jdi seperti ini.",aku kasihan sangat amein ambisi presiden sampean dia siksa ini,0.0,0,0
gelandangan politik lg nyangkem,gelandangan politik nyangkem,0.0,0,0
Ga punya akhlak manusia terbodoh,akhlak manusia terbodoh,0.0,0,0
Sorot matanya mengerikan....,sorot mata keri,0.0,0,0
wes nepati janjimu po ugung bah...,nepati janji po ugung bah,0.0,0,0
Min udah tua lu...<br>.sadarlah tengil lu,min udah tua kamu sadar menyebalkan kamu,6.0,2,2
"Amin Rais, selalu iri sama Jokowi, mudah2an Allah mengampuni dosa-dosa nya",iri mudah ampun dosa dosa nya,0.0,0,0
Salah satu anak dajjal di indonesia adalah amin rais,salah anak dajjal indonesia,0.0,0,0
"Ndue lambe mbok dinggo &quot;istighfar &quot; mbah,ra mung dinggo elek2 liyan",ndue lambe dingo kutip kutip kakek mung dingo elek liyan,0.0,0,0
"Dari dulu sampai nanti pak tua hatinya tidak pernah sembuh sembuh sakiiiiiiiiiiit terus😂😂😂di cuekin mulu si,<br>Dri muda sampai bangkai ngebet pengen jd pemimpin negara ndak ada lowongan😂😂😂sengkuni sengkuni,<br>Pak tua sudahlah hari sudah senja waktunya berbenah siap masuk lubang tanah😂",tua hati sembuh sembuh sakit cuekin mulu si dri muda bangkai ngebet ken pimpin negara ndak lowong licik licik tua senja benah masuk lubang tanah,9.0,4,3
Amin Rais otak lho kemana......asal ngomong ajah kemana mau nya .....,otak lho mana ngomong ajah mana nya,0.0,0,0
Aspatagfirullaah<br>Makin tua bukanya di banyakin pahala<br>Malah nambahin dosa,aspatagfirulah tua buka banyakin pahala nambahin dosa,2.0,1,1
Mbah sendri hakikatnya sangat bodooh😂😂amin nangis,kakek sendri hakikat sangat bodoh nang,4.0,1,2
Apakah anda pernah jadi orang baik saat menjabat ketua MPR....<br>Ngaca lah wahai gelandangan politik,orang jabat ketua kaca gelandangan politik,0.0,0,0
Liang lahat menunggumu Mbah,liang lahat tungu kakek,0.0,0,0
"Tunaikan janji mu amin Rais, kau pernah berjanji pada tahun 2014 bila jokowi menang, dirimu akan jalan kaki dari Jogja ke Jakarta. Apa dirimu termasuk orang munafik.",tunai janji kamu kau janji menang kamu jalan kaki jogja jakarta kamu orang munafik,0.0,0,0
Pak pak ....sampean kapan sadare....wis tuo kerjane kok nyinyir wae.... Jokowi jauh lebih baik daripada kamu Mbah Amin...isi kepalane sirik,kamu sadare tua kerjane ngomong kamu kakek isi kepalane sirik,2.0,1,1
Cangkem e sengkuni,mulut licik,2.5,1,1
Tua2 ngk guna,tua ngk,2.0,1,1
Sengkuni di dunia nyata😅,licik dunia nyata,2.5,1,1
"Orng kyakk gni kok masih ada aja pendukungnya... Bodoh kok di ikutin.... Dasar penjilat, tai anjinng..",orng kyak gni aja dukung bodoh ikutin dasar jilat tai anjing,11.0,3,3
Amin rais Masih sekeluarga dengan DN aidet pegerak g-30 September semua dari Sumatra barat,keluarga aidet pegerak september sumatra barat,0.0,0,0
The real sengkuni.... 😂😂😂😂<br><br>Dsaaar anjig,the real licik dsar anjig,2.5,1,1
INILAH SOSOK SENGKUNI DALAM DUNIA NYATA...,ini sosok licik dunia nyata,2.5,1,1
"😂😂😂.<br>Biarkan kakek tua pikun, gelandangan politik ini,ngebacot,😂😂😂<br>To bacotan nya,ngga ngaruh kok.<br>Dasar gelandangan politik,😂😂😂<br>Udh nggak ada yang butuh dia apalagi bangsa Indonesia.",biar kakek tua lupa gelandangan politik ini ngebacot bacot nya ngaruh dasar gelandangan politik butuh dia bangsa indonesia,2.0,1,1
😂😂😂 gelandangan politik,gelandangan politik,0.0,0,0
manusiia mulai pikun,manusia lupa,0.0,0,0
Rupane elek kakeen cangkem koen iki min,rupane elek kaken mulut koen ini min,0.0,0,0
Bahahahah anda bikin ngakak aja 😂,bahahahah bikin ngakak aja,0.0,0,0
Udah aki² masih mikirin dunia😂,udah kakek mikirin dunia,0.0,0,0
Saking buruknya sampai terusir dari PAN,saking buruk usir pan,3.0,1,1
"Betul pak Amin...org Indonesia tertipu oleh penampilannya. Utang negara semakin byk, jln tol dana investor dibilang kemajuan pemerintah. Klo kemajuan pemerintah, knp byr. Joko pret. Suru byr hutang 8.000 trilyun",orang indonesia tipu tampil utang negara byk jln tol dana investor bilang maju perintah maju perintah knp byr bohong suru byr hutang trilyun,0.0,0,0
"Nggak perlu marah pd Kakek ini, semua org udah tau kog karakternya... Ampuni saja.. 😊",marah pd kakek ini orang udah kog karakter ampun,0.0,0,0
"Sengkuni songong,sakit hati akut karna semenjak jokowi menjabat presiden,si amin songong gk pernah diberi jabatan🤣🤣🤣",licik songong sakit hati akut semenjak jabat presiden si songong jabat,2.5,1,1
